"transactionID","value"
385,"milk"
386,"cheeses"
387,"juice"
388,"soap"
389,"lunch meat"
390,"beef"
391,"mixes"
392,"butter"
393,"vegetables"
394,"pasta"
395,"flour"
396,"tortillas"
397,"milk"
398,"toilet paper"
399,"lunch meat"
400,"all- purpose"
401,"vegetables"
402,"ice cream"
403,"coffee/tea"
404,"coffee/tea"
405,"yogurt"
406,"coffee/tea"
407,"vegetables"
408,"sugar"
409,"sugar"
410,"coffee/tea"
411,"vegetables"
412,"vegetables"
413,"all- purpose"
414,"soap"
415,"laundry detergent"
416,"ice cream"
417,"butter"
418,"cereals"
419,"waffles"
420,"bagels"
421,"lunch meat"
422,"ice cream"
423,"juice"
424,"sandwich bags"
425,"milk"
426,"cereals"
427,"pasta"
428,"mixes"
429,"fruits"
430,"fruits"
431,"paper towels"
432,"flour"
433,"vegetables"
434,"vegetables"
435,"beef"
436,"fruits"
437,"sugar"
438,"juice"
439,"coffee/tea"
440,"all- purpose"
441,"coffee/tea"
442,"eggs"
443,"butter"
444,"mixes"
445,"dishwashing liquid/detergent"
446,"tortillas"
447,"beef"
448,"yogurt"
449,"lunch meat"
450,"individual meals"
451,"ice cream"
452,"eggs"
453,"paper towels"
454,"soda"
455,"yogurt"
456,"ice cream"
457,"laundry detergent"
458,"shampoo"
459,"lunch meat"
460,"soap"
461,"waffles"
462,"pasta"
463,"hand soap"
464,"vegetables"
465,"ice cream"
466,"soap"
467,"mixes"
468,"individual meals"
469,"cheeses"
470,"eggs"
471,"vegetables"
472,"cereals"
473,"laundry detergent"
474,"cereals"
475,"aluminum foil"
476,"toilet paper"
477,"hand soap"
478,"aluminum foil"
479,"ice cream"
480,"shampoo"
481,"milk"
482,"beef"
483,"coffee/tea"
484,"spaghetti sauce"
485,"waffles"
486,"dinner rolls"
487,"flour"
488,"shampoo"
489,"cheeses"
490,"tortillas"
491,"soda"
492,"waffles"
493,"bagels"
494,"lunch meat"
495,"eggs"
496,"cheeses"
497,"mixes"
498,"fruits"
499,"flour"
500,"soap"
501,"butter"
502,"toilet paper"
503,"mixes"
504,"milk"
505,"soap"
506,"soap"
507,"individual meals"
508,"dishwashing liquid/detergent"
509,"pork"
510,"vegetables"
511,"hand soap"
512,"cereals"
513,"sugar"
514,"tortillas"
515,"shampoo"
516,"coffee/tea"
517,"beef"
518,"sandwich bags"
519,"ice cream"
520,"juice"
521,"cheeses"
522,"soap"
523,"vegetables"
524,"bagels"
525,"cereals"
526,"laundry detergent"
527,"flour"
528,"sandwich bags"
529,"sandwich loaves"
530,"bagels"
531,"pork"
532,"sandwich bags"
533,"sugar"
534,"flour"
535,"laundry detergent"
536,"lunch meat"
537,"shampoo"
538,"milk"
539,"coffee/tea"
540,"coffee/tea"
541,"pasta"
542,"fruits"
543,"vegetables"
544,"sugar"
545,"lunch meat"
546,"dishwashing liquid/detergent"
547,"shampoo"
548,"all- purpose"
549,"all- purpose"
550,"waffles"
551,"fruits"
552,"aluminum foil"
553,"coffee/tea"
554,"soap"
555,"cereals"
556,"all- purpose"
557,"soda"
558,"dinner rolls"
559,"all- purpose"
560,"laundry detergent"
561,"vegetables"
562,"ice cream"
563,"poultry"
564,"milk"
565,"pork"
566,"hand soap"
567,"sandwich bags"
568,"fruits"
569,"waffles"
570,"all- purpose"
571,"hand soap"
572,"sugar"
573,"butter"
574,"vegetables"
575,"ketchup"
576,"ice cream"
577,"milk"
578,"vegetables"
579,"waffles"
580,"soap"
581,"sugar"
582,"cereals"
583,"mixes"
584,"flour"
585,"ketchup"
586,"vegetables"
587,"dinner rolls"
588,"pork"
589,"vegetables"
590,"bagels"
591,"sandwich loaves"
592,"poultry"
593,"butter"
594,"aluminum foil"
595,"soda"
596,"yogurt"
597,"pork"
598,"sandwich bags"
599,"ketchup"
600,"coffee/tea"
601,"vegetables"
602,"paper towels"
603,"toilet paper"
604,"beef"
605,"toilet paper"
606,"ketchup"
607,"bagels"
608,"waffles"
609,"juice"
610,"cheeses"
611,"mixes"
612,"waffles"
613,"aluminum foil"
614,"toilet paper"
615,"bagels"
616,"fruits"
617,"lunch meat"
618,"soda"
619,"soda"
620,"sandwich bags"
621,"dishwashing liquid/detergent"
622,"soap"
623,"paper towels"
624,"mixes"
625,"vegetables"
626,"toilet paper"
627,"flour"
628,"yogurt"
629,"fruits"
630,"eggs"
631,"laundry detergent"
632,"vegetables"
633,"sandwich loaves"
634,"hand soap"
635,"butter"
636,"laundry detergent"
637,"sandwich bags"
638,"lunch meat"
639,"bagels"
640,"individual meals"
641,"mixes"
642,"shampoo"
643,"toilet paper"
644,"soap"
645,"beef"
646,"lunch meat"
647,"dishwashing liquid/detergent"
648,"paper towels"
649,"aluminum foil"
650,"butter"
651,"soap"
652,"dinner rolls"
653,"soap"
654,"eggs"
655,"dinner rolls"
656,"juice"
657,"mixes"
658,"butter"
659,"waffles"
660,"paper towels"
661,"lunch meat"
662,"spaghetti sauce"
663,"cereals"
664,"aluminum foil"
665,"cheeses"
666,"hand soap"
667,"flour"
668,"sandwich bags"
669,"vegetables"
670,"spaghetti sauce"
671,"sandwich loaves"
672,"mixes"
673,"eggs"
674,"milk"
675,"dishwashing liquid/detergent"
676,"paper towels"
677,"pork"
678,"vegetables"
679,"mixes"
680,"shampoo"
681,"juice"
682,"pasta"
683,"paper towels"
684,"vegetables"
685,"mixes"
686,"cereals"
687,"all- purpose"
688,"waffles"
689,"soap"
690,"soda"
691,"butter"
692,"laundry detergent"
693,"flour"
694,"spaghetti sauce"
695,"milk"
696,"lunch meat"
697,"fruits"
698,"butter"
699,"aluminum foil"
700,"individual meals"
701,"sandwich loaves"
702,"dinner rolls"
703,"sugar"
704,"waffles"
705,"pork"
706,"butter"
707,"eggs"
708,"shampoo"
709,"sandwich loaves"
710,"ketchup"
711,"waffles"
712,"poultry"
713,"cereals"
714,"vegetables"
715,"bagels"
716,"sugar"
717,"soap"
718,"soap"
719,"hand soap"
720,"pork"
721,"yogurt"
722,"shampoo"
723,"soap"
724,"butter"
725,"vegetables"
726,"vegetables"
727,"flour"
728,"spaghetti sauce"
729,"waffles"
730,"sandwich bags"
731,"waffles"
732,"paper towels"
733,"dinner rolls"
734,"ketchup"
735,"vegetables"
736,"bagels"
737,"flour"
738,"pork"
739,"juice"
740,"laundry detergent"
741,"milk"
742,"bagels"
743,"vegetables"
744,"aluminum foil"
745,"hand soap"
746,"ketchup"
747,"vegetables"
748,"vegetables"
749,"sugar"
750,"cheeses"
751,"coffee/tea"
752,"vegetables"
753,"bagels"
754,"sandwich bags"
755,"vegetables"
756,"mixes"
757,"juice"
758,"poultry"
759,"beef"
760,"beef"
761,"spaghetti sauce"
762,"butter"
763,"sandwich bags"
764,"eggs"
765,"eggs"
766,"shampoo"
767,"sugar"
768,"butter"
769,"butter"
770,"soda"
771,"laundry detergent"
772,"milk"
773,"laundry detergent"
774,"all- purpose"
775,"soda"
776,"shampoo"
777,"mixes"
778,"tortillas"
779,"waffles"
780,"sugar"
781,"yogurt"
782,"juice"
783,"lunch meat"
784,"tortillas"
785,"sugar"
786,"ketchup"
787,"cereals"
788,"pork"
789,"sandwich loaves"
790,"fruits"
791,"lunch meat"
792,"soda"
793,"lunch meat"
794,"vegetables"
795,"paper towels"
796,"pasta"
797,"soap"
798,"milk"
799,"aluminum foil"
800,"lunch meat"
801,"beef"
802,"laundry detergent"
803,"soap"
804,"spaghetti sauce"
805,"soda"
806,"ice cream"
807,"shampoo"
808,"soda"
809,"sandwich loaves"
810,"flour"
811,"lunch meat"
812,"poultry"
813,"juice"
814,"lunch meat"
815,"fruits"
816,"hand soap"
817,"paper towels"
818,"pork"
819,"bagels"
820,"vegetables"
821,"beef"
822,"soap"
823,"vegetables"
824,"fruits"
825,"soap"
826,"butter"
827,"dishwashing liquid/detergent"
828,"mixes"
829,"milk"
830,"vegetables"
831,"sandwich bags"
832,"laundry detergent"
833,"all- purpose"
834,"ketchup"
835,"butter"
836,"butter"
837,"toilet paper"
838,"pork"
839,"all- purpose"
840,"fruits"
841,"shampoo"
842,"eggs"
843,"cheeses"
844,"vegetables"
845,"pasta"
846,"paper towels"
847,"soda"
848,"bagels"
849,"juice"
850,"eggs"
851,"beef"
852,"shampoo"
853,"cheeses"
854,"lunch meat"
855,"vegetables"
856,"aluminum foil"
857,"vegetables"
858,"flour"
859,"milk"
860,"hand soap"
861,"hand soap"
862,"paper towels"
863,"butter"
864,"cheeses"
865,"fruits"
866,"juice"
867,"soap"
868,"mixes"
869,"pasta"
870,"yogurt"
871,"milk"
872,"waffles"
873,"fruits"
874,"dishwashing liquid/detergent"
875,"cheeses"
876,"shampoo"
877,"cereals"
878,"mixes"
879,"pasta"
880,"cheeses"
881,"paper towels"
882,"flour"
883,"flour"
884,"dinner rolls"
885,"lunch meat"
886,"yogurt"
887,"soap"
888,"paper towels"
889,"paper towels"
890,"sandwich bags"
891,"poultry"
892,"all- purpose"
893,"toilet paper"
894,"ice cream"
895,"milk"
896,"waffles"
897,"soda"
898,"yogurt"
899,"aluminum foil"
900,"vegetables"
901,"coffee/tea"
902,"ketchup"
903,"lunch meat"
904,"flour"
905,"vegetables"
906,"vegetables"
907,"sandwich loaves"
908,"soap"
909,"vegetables"
910,"laundry detergent"
911,"vegetables"
912,"vegetables"
913,"toilet paper"
914,"soda"
915,"ice cream"
916,"juice"
917,"ketchup"
918,"spaghetti sauce"
919,"milk"
920,"bagels"
921,"sugar"
922,"coffee/tea"
923,"vegetables"
924,"individual meals"
925,"coffee/tea"
926,"lunch meat"
927,"soda"
928,"poultry"
929,"milk"
930,"poultry"
931,"pasta"
932,"soda"
933,"fruits"
934,"vegetables"
935,"individual meals"
936,"vegetables"
937,"dishwashing liquid/detergent"
938,"vegetables"
939,"coffee/tea"
940,"toilet paper"
941,"juice"
942,"vegetables"
943,"sandwich loaves"
944,"aluminum foil"
945,"fruits"
946,"butter"
947,"toilet paper"
948,"vegetables"
949,"dishwashing liquid/detergent"
950,"toilet paper"
951,"soap"
952,"toilet paper"
953,"vegetables"
954,"individual meals"
955,"tortillas"
956,"vegetables"
957,"mixes"
958,"poultry"
959,"vegetables"
960,"flour"
961,"spaghetti sauce"
962,"spaghetti sauce"
963,"dishwashing liquid/detergent"
964,"pork"
965,"soap"
966,"toilet paper"
967,"cereals"
968,"waffles"
969,"shampoo"
970,"dinner rolls"
971,"pasta"
972,"soda"
973,"yogurt"
974,"ketchup"
975,"soap"
976,"vegetables"
977,"sandwich loaves"
978,"lunch meat"
979,"juice"
980,"soda"
981,"pasta"
982,"butter"
983,"vegetables"
984,"spaghetti sauce"
985,"beef"
986,"lunch meat"
987,"lunch meat"
988,"laundry detergent"
989,"vegetables"
990,"all- purpose"
991,"waffles"
992,"fruits"
993,"bagels"
994,"spaghetti sauce"
995,"waffles"
996,"juice"
997,"fruits"
998,"pasta"
999,"flour"
1000,"paper towels"
1001,"sugar"
1002,"juice"
1003,"toilet paper"
1004,"ice cream"
1005,"ketchup"
1006,"milk"
1007,"vegetables"
1008,"vegetables"
1009,"laundry detergent"
1010,"sugar"
1011,"beef"
1012,"pasta"
1013,"coffee/tea"
1014,"soda"
1015,"mixes"
1016,"shampoo"
1017,"paper towels"
1018,"individual meals"
1019,"toilet paper"
1020,"sugar"
1021,"toilet paper"
1022,"dishwashing liquid/detergent"
1023,"waffles"
1024,"cheeses"
1025,"paper towels"
1026,"toilet paper"
1027,"milk"
1028,"eggs"
1029,"fruits"
1030,"individual meals"
1031,"dishwashing liquid/detergent"
1032,"butter"
1033,"toilet paper"
1034,"coffee/tea"
1035,"vegetables"
1036,"milk"
1037,"pasta"
1038,"bagels"
1039,"ice cream"
1040,"vegetables"
1041,"fruits"
1042,"beef"
1043,"hand soap"
1044,"all- purpose"
1045,"ice cream"
1046,"lunch meat"
1047,"dinner rolls"
1048,"bagels"
1049,"eggs"
1050,"bagels"
1051,"ketchup"
1052,"flour"
1053,"sandwich bags"
1054,"bagels"
1055,"cereals"
1056,"soap"
1057,"flour"
1058,"ice cream"
1059,"cereals"
1060,"beef"
1061,"sugar"
1062,"all- purpose"
1063,"laundry detergent"
1064,"bagels"
1065,"butter"
1066,"sugar"
1067,"cheeses"
1068,"juice"
1069,"cheeses"
1070,"bagels"
1071,"milk"
1072,"bagels"
1073,"pork"
1074,"vegetables"
1075,"cheeses"
1076,"fruits"
1077,"lunch meat"
1078,"all- purpose"
1079,"eggs"
1080,"paper towels"
1081,"flour"
1082,"hand soap"
1083,"all- purpose"
1084,"aluminum foil"
1085,"pork"
1086,"juice"
1087,"lunch meat"
1088,"shampoo"
1089,"hand soap"
1090,"poultry"
1091,"vegetables"
1092,"cheeses"
1093,"toilet paper"
1094,"waffles"
1095,"shampoo"
1096,"spaghetti sauce"
1097,"vegetables"
1098,"aluminum foil"
1099,"yogurt"
1100,"coffee/tea"
1101,"individual meals"
1102,"vegetables"
1103,"beef"
1104,"dinner rolls"
1105,"ketchup"
1106,"spaghetti sauce"
1107,"tortillas"
1108,"laundry detergent"
1109,"vegetables"
1110,"sandwich bags"
1111,"sugar"
1112,"vegetables"
1113,"sugar"
1114,"dishwashing liquid/detergent"
1115,"coffee/tea"
1116,"juice"
1117,"cereals"
1118,"poultry"
1119,"coffee/tea"
1120,"cereals"
1121,"fruits"
1122,"fruits"
1123,"mixes"
1124,"soda"
1125,"spaghetti sauce"
1126,"soda"
1127,"beef"
1128,"mixes"
1129,"hand soap"
1130,"lunch meat"
1131,"lunch meat"
1132,"juice"
1133,"soda"
1134,"yogurt"
1135,"waffles"
1136,"dinner rolls"
1137,"pasta"
1138,"individual meals"
1139,"yogurt"
1140,"sandwich bags"
1141,"cheeses"
1142,"ice cream"
1143,"eggs"
1144,"eggs"
1145,"ice cream"
1146,"bagels"
1147,"fruits"
1148,"sandwich loaves"
1149,"soap"
1150,"ice cream"
1151,"aluminum foil"
1152,"aluminum foil"
1153,"ketchup"
1154,"shampoo"
1155,"mixes"
1156,"poultry"
1157,"tortillas"
1158,"waffles"
1159,"vegetables"
1160,"cereals"
1161,"pasta"
1162,"bagels"
1163,"waffles"
1164,"waffles"
1165,"coffee/tea"
1166,"mixes"
1167,"aluminum foil"
1168,"vegetables"
1169,"spaghetti sauce"
1170,"vegetables"
1171,"hand soap"
1172,"fruits"
1173,"sandwich loaves"
1174,"coffee/tea"
1175,"lunch meat"
1176,"sandwich loaves"
1177,"cereals"
1178,"beef"
1179,"waffles"
1180,"hand soap"
1181,"lunch meat"
1182,"pork"
1183,"laundry detergent"
1184,"vegetables"
1185,"hand soap"
1186,"yogurt"
1187,"ketchup"
1188,"paper towels"
1189,"coffee/tea"
1190,"ketchup"
1191,"sugar"
1192,"soap"
1193,"ketchup"
1194,"all- purpose"
1195,"butter"
1196,"butter"
1197,"vegetables"
1198,"eggs"
1199,"vegetables"
1200,"milk"
1201,"coffee/tea"
1202,"soda"
1203,"paper towels"
1204,"cheeses"
1205,"eggs"
1206,"pork"
1207,"sugar"
1208,"pork"
1209,"flour"
1210,"mixes"
1211,"laundry detergent"
1212,"yogurt"
1213,"pork"
1214,"toilet paper"
1215,"aluminum foil"
1216,"lunch meat"
1217,"toilet paper"
1218,"flour"
1219,"butter"
1220,"paper towels"
1221,"sugar"
1222,"shampoo"
1223,"coffee/tea"
1224,"soap"
1225,"butter"
1226,"cereals"
1227,"milk"
1228,"tortillas"
1229,"pork"
1230,"waffles"
1231,"bagels"
1232,"butter"
1233,"cheeses"
1234,"dishwashing liquid/detergent"
1235,"sandwich loaves"
1236,"paper towels"
1237,"cheeses"
1238,"shampoo"
1239,"cereals"
1240,"soap"
1241,"waffles"
1242,"sandwich bags"
1243,"all- purpose"
1244,"juice"
1245,"mixes"
1246,"dishwashing liquid/detergent"
1247,"flour"
1248,"flour"
1249,"toilet paper"
1250,"dishwashing liquid/detergent"
1251,"cereals"
1252,"vegetables"
1253,"laundry detergent"
1254,"dinner rolls"
1255,"dishwashing liquid/detergent"
1256,"juice"
1257,"coffee/tea"
1258,"tortillas"
1259,"sugar"
1260,"vegetables"
1261,"vegetables"
1262,"tortillas"
1263,"butter"
1264,"spaghetti sauce"
1265,"cereals"
1266,"hand soap"
1267,"sugar"
1268,"eggs"
1269,"butter"
1270,"hand soap"
1271,"vegetables"
1272,"sandwich bags"
1273,"all- purpose"
1274,"fruits"
1275,"eggs"
1276,"bagels"
1277,"aluminum foil"
1278,"lunch meat"
1279,"aluminum foil"
1280,"pasta"
1281,"fruits"
1282,"toilet paper"
1283,"cereals"
1284,"soap"
1285,"individual meals"
1286,"dinner rolls"
1287,"dishwashing liquid/detergent"
1288,"individual meals"
1289,"lunch meat"
1290,"yogurt"
1291,"sugar"
1292,"poultry"
1293,"mixes"
1294,"sugar"
1295,"mixes"
1296,"spaghetti sauce"
1297,"waffles"
1298,"ice cream"
1299,"vegetables"
1300,"tortillas"
1301,"paper towels"
1302,"aluminum foil"
1303,"yogurt"
1304,"soda"
1305,"bagels"
1306,"aluminum foil"
1307,"aluminum foil"
1308,"milk"
1309,"aluminum foil"
1310,"laundry detergent"
1311,"aluminum foil"
1312,"ice cream"
1313,"all- purpose"
1314,"eggs"
1315,"all- purpose"
1316,"vegetables"
1317,"cheeses"
1318,"butter"
1319,"tortillas"
1320,"poultry"
1321,"paper towels"
1322,"individual meals"
1323,"fruits"
1324,"sandwich bags"
1325,"waffles"
1326,"pasta"
1327,"paper towels"
1328,"milk"
1329,"aluminum foil"
1330,"pasta"
1331,"shampoo"
1332,"lunch meat"
1333,"shampoo"
1334,"soda"
1335,"pork"
1336,"fruits"
1337,"waffles"
1338,"toilet paper"
1339,"sandwich bags"
1340,"cheeses"
1341,"eggs"
1342,"pasta"
1343,"laundry detergent"
1344,"laundry detergent"
1345,"bagels"
1346,"tortillas"
1347,"toilet paper"
1348,"dishwashing liquid/detergent"
1349,"vegetables"
1350,"eggs"
1351,"tortillas"
1352,"cereals"
1353,"ice cream"
1354,"sugar"
1355,"juice"
1356,"pasta"
1357,"aluminum foil"
1358,"soda"
1359,"yogurt"
1360,"pork"
1361,"individual meals"
1362,"sugar"
1363,"sandwich loaves"
1364,"sugar"
1365,"pork"
1366,"vegetables"
1367,"soap"
1368,"bagels"
1369,"waffles"
1370,"cheeses"
1371,"paper towels"
1372,"bagels"
1373,"juice"
1374,"soap"
1375,"beef"
1376,"vegetables"
1377,"waffles"
1378,"juice"
1379,"ice cream"
1380,"cheeses"
1381,"mixes"
1382,"cereals"
1383,"sandwich loaves"
1384,"sugar"
1385,"ketchup"
1386,"coffee/tea"
1387,"hand soap"
1388,"shampoo"
1389,"yogurt"
1390,"pork"
1391,"sandwich loaves"
1392,"sandwich bags"
1393,"soap"
1394,"eggs"
1395,"fruits"
1396,"individual meals"
1397,"yogurt"
1398,"dinner rolls"
1399,"tortillas"
1400,"cheeses"
1401,"cheeses"
1402,"flour"
1403,"sugar"
1404,"hand soap"
1405,"vegetables"
1406,"coffee/tea"
1407,"cheeses"
1408,"all- purpose"
1409,"vegetables"
1410,"soap"
1411,"ice cream"
1412,"vegetables"
1413,"butter"
1414,"sandwich loaves"
1415,"soap"
1416,"bagels"
1417,"juice"
1418,"lunch meat"
1419,"vegetables"
1420,"paper towels"
1421,"pork"
1422,"soda"
1423,"cereals"
1424,"pork"
1425,"individual meals"
1426,"milk"
1427,"sugar"
1428,"lunch meat"
1429,"all- purpose"
1430,"individual meals"
1431,"paper towels"
1432,"soda"
1433,"individual meals"
1434,"spaghetti sauce"
1435,"laundry detergent"
1436,"cheeses"
1437,"yogurt"
1438,"sandwich loaves"
1439,"juice"
1440,"eggs"
1441,"mixes"
1442,"dinner rolls"
1443,"butter"
1444,"bagels"
1445,"ketchup"
1446,"dinner rolls"
1447,"coffee/tea"
1448,"cereals"
1449,"yogurt"
1450,"vegetables"
1451,"pork"
1452,"all- purpose"
1453,"flour"
1454,"soap"
1455,"coffee/tea"
1456,"mixes"
1457,"toilet paper"
1458,"ketchup"
1459,"vegetables"
1460,"pork"
1461,"cereals"
1462,"pasta"
1463,"sandwich loaves"
1464,"vegetables"
1465,"sandwich loaves"
1466,"hand soap"
1467,"milk"
1468,"shampoo"
1469,"vegetables"
1470,"fruits"
1471,"toilet paper"
1472,"bagels"
1473,"dinner rolls"
1474,"vegetables"
1475,"spaghetti sauce"
1476,"pork"
1477,"fruits"
1478,"all- purpose"
1479,"pasta"
1480,"vegetables"
1481,"beef"
1482,"waffles"
1483,"vegetables"
1484,"ketchup"
1485,"cheeses"
1486,"vegetables"
1487,"poultry"
1488,"individual meals"
1489,"vegetables"
1490,"juice"
1491,"bagels"
1492,"sandwich loaves"
1493,"soap"
1494,"cheeses"
1495,"paper towels"
1496,"pasta"
1497,"vegetables"
1498,"cheeses"
1499,"vegetables"
1,"flour"
2,"cheeses"
3,"dinner rolls"
4,"all- purpose"
5,"toilet paper"
6,"bagels"
7,"ice cream"
8,"cheeses"
10,"milk"
11,"eggs"
12,"pasta"
13,"individual meals"
14,"cereals"
15,"mixes"
16,"paper towels"
17,"cereals"
19,"beef"
20,"soap"
21,"bagels"
22,"soda"
23,"shampoo"
24,"sandwich bags"
25,"ice cream"
26,"vegetables"
27,"sugar"
28,"all- purpose"
29,"dinner rolls"
31,"waffles"
32,"lunch meat"
33,"vegetables"
34,"tortillas"
35,"juice"
36,"yogurt"
37,"hand soap"
38,"laundry detergent"
39,"waffles"
40,"mixes"
41,"sugar"
42,"shampoo"
43,"mixes"
44,"lunch meat"
45,"pork"
46,"soap"
47,"sandwich loaves"
48,"hand soap"
49,"beef"
50,"beef"
51,"butter"
52,"cheeses"
53,"toilet paper"
54,"vegetables"
55,"eggs"
56,"beef"
57,"soda"
58,"milk"
59,"milk"
60,"cheeses"
62,"cheeses"
63,"ice cream"
64,"sandwich bags"
65,"mixes"
66,"vegetables"
67,"sandwich loaves"
68,"ice cream"
69,"vegetables"
71,"bagels"
72,"all- purpose"
73,"butter"
74,"cheeses"
75,"paper towels"
76,"dinner rolls"
77,"mixes"
78,"beef"
79,"toilet paper"
80,"soap"
81,"aluminum foil"
82,"pasta"
83,"toilet paper"
84,"bagels"
85,"poultry"
86,"sandwich loaves"
87,"eggs"
88,"vegetables"
89,"juice"
90,"beef"
91,"sandwich loaves"
92,"ice cream"
93,"vegetables"
94,"beef"
95,"shampoo"
97,"hand soap"
98,"soda"
99,"aluminum foil"
100,"vegetables"
101,"lunch meat"
102,"vegetables"
103,"coffee/tea"
104,"all- purpose"
105,"bagels"
106,"hand soap"
107,"sandwich loaves"
108,"poultry"
109,"vegetables"
110,"poultry"
111,"waffles"
112,"cereals"
113,"pasta"
114,"shampoo"
115,"cheeses"
116,"toilet paper"
117,"sugar"
118,"cheeses"
119,"beef"
120,"spaghetti sauce"
121,"aluminum foil"
122,"lunch meat"
123,"toilet paper"
124,"all- purpose"
125,"beef"
126,"flour"
127,"soap"
128,"ice cream"
129,"tortillas"
130,"spaghetti sauce"
131,"sandwich bags"
132,"juice"
133,"dishwashing liquid/detergent"
134,"all- purpose"
135,"ketchup"
136,"sandwich loaves"
137,"sandwich bags"
138,"butter"
139,"sugar"
140,"cheeses"
141,"spaghetti sauce"
142,"all- purpose"
143,"waffles"
144,"dinner rolls"
145,"vegetables"
146,"yogurt"
147,"poultry"
148,"spaghetti sauce"
149,"cheeses"
150,"vegetables"
151,"dishwashing liquid/detergent"
152,"mixes"
153,"lunch meat"
154,"sugar"
155,"spaghetti sauce"
156,"shampoo"
157,"beef"
158,"pasta"
159,"sugar"
160,"milk"
161,"fruits"
162,"soap"
164,"sugar"
165,"fruits"
166,"flour"
167,"hand soap"
169,"bagels"
171,"laundry detergent"
172,"all- purpose"
173,"vegetables"
174,"bagels"
175,"dishwashing liquid/detergent"
176,"tortillas"
177,"ketchup"
178,"yogurt"
179,"juice"
180,"yogurt"
181,"beef"
182,"milk"
183,"beef"
184,"vegetables"
185,"tortillas"
186,"soda"
187,"ketchup"
188,"aluminum foil"
189,"milk"
190,"laundry detergent"
191,"dinner rolls"
192,"butter"
193,"toilet paper"
194,"ketchup"
195,"laundry detergent"
196,"sandwich loaves"
197,"ice cream"
198,"aluminum foil"
199,"ice cream"
200,"sandwich loaves"
201,"poultry"
202,"vegetables"
203,"vegetables"
204,"all- purpose"
205,"individual meals"
206,"spaghetti sauce"
207,"pasta"
209,"paper towels"
210,"toilet paper"
211,"poultry"
212,"soda"
214,"paper towels"
215,"soap"
216,"shampoo"
217,"mixes"
218,"vegetables"
219,"fruits"
220,"spaghetti sauce"
221,"paper towels"
222,"vegetables"
223,"sandwich bags"
224,"tortillas"
225,"ice cream"
226,"pasta"
227,"hand soap"
228,"beef"
229,"tortillas"
230,"dishwashing liquid/detergent"
231,"toilet paper"
232,"vegetables"
233,"ketchup"
234,"cheeses"
235,"laundry detergent"
236,"sugar"
237,"poultry"
238,"vegetables"
239,"butter"
240,"shampoo"
241,"tortillas"
242,"laundry detergent"
244,"fruits"
245,"pasta"
246,"fruits"
247,"cheeses"
249,"hand soap"
250,"ketchup"
251,"hand soap"
252,"bagels"
253,"milk"
254,"waffles"
255,"coffee/tea"
256,"beef"
257,"vegetables"
258,"juice"
259,"aluminum foil"
260,"individual meals"
261,"pork"
262,"fruits"
263,"pasta"
264,"ketchup"
265,"bagels"
266,"ketchup"
267,"beef"
268,"toilet paper"
269,"bagels"
270,"fruits"
271,"shampoo"
272,"fruits"
273,"soda"
274,"beef"
275,"soap"
276,"paper towels"
277,"spaghetti sauce"
278,"dishwashing liquid/detergent"
279,"spaghetti sauce"
280,"dishwashing liquid/detergent"
281,"vegetables"
282,"beef"
283,"soap"
284,"mixes"
285,"flour"
286,"soda"
287,"individual meals"
288,"paper towels"
289,"waffles"
290,"cheeses"
291,"tortillas"
292,"sandwich bags"
293,"pasta"
294,"sandwich bags"
295,"waffles"
296,"milk"
297,"ketchup"
298,"cereals"
299,"milk"
301,"soap"
302,"tortillas"
303,"waffles"
304,"hand soap"
305,"hand soap"
306,"ketchup"
307,"individual meals"
308,"dinner rolls"
309,"spaghetti sauce"
310,"eggs"
311,"waffles"
312,"spaghetti sauce"
313,"cheeses"
314,"soap"
315,"hand soap"
316,"all- purpose"
317,"tortillas"
318,"pork"
319,"lunch meat"
320,"laundry detergent"
321,"cheeses"
322,"vegetables"
323,"cereals"
324,"dinner rolls"
325,"soda"
326,"sandwich bags"
327,"laundry detergent"
328,"waffles"
330,"cereals"
331,"sandwich bags"
332,"coffee/tea"
333,"spaghetti sauce"
334,"hand soap"
335,"toilet paper"
336,"flour"
337,"individual meals"
338,"cereals"
339,"vegetables"
340,"shampoo"
341,"milk"
342,"vegetables"
343,"waffles"
344,"all- purpose"
345,"eggs"
346,"tortillas"
347,"milk"
348,"fruits"
349,"sandwich bags"
350,"tortillas"
351,"tortillas"
353,"hand soap"
354,"coffee/tea"
355,"dinner rolls"
356,"sandwich loaves"
357,"hand soap"
358,"mixes"
359,"aluminum foil"
360,"laundry detergent"
361,"laundry detergent"
362,"waffles"
363,"vegetables"
364,"poultry"
365,"vegetables"
366,"all- purpose"
367,"tortillas"
368,"all- purpose"
370,"butter"
371,"laundry detergent"
372,"ice cream"
373,"milk"
374,"spaghetti sauce"
375,"tortillas"
376,"flour"
377,"laundry detergent"
378,"bagels"
379,"shampoo"
380,"shampoo"
381,"coffee/tea"
382,"cereals"
383,"tortillas"
384,"pork"
385,"shampoo"
386,"laundry detergent"
387,"vegetables"
388,"waffles"
389,"lunch meat"
390,"aluminum foil"
391,"dishwashing liquid/detergent"
392,"vegetables"
393,"aluminum foil"
394,"dinner rolls"
395,"bagels"
396,"toilet paper"
397,"butter"
398,"tortillas"
399,"shampoo"
400,"lunch meat"
401,"dishwashing liquid/detergent"
402,"toilet paper"
403,"laundry detergent"
404,"cereals"
405,"pasta"
